Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do;jsessionid=E7BDC6600B1CE45B30CC3EF1AEDD079B?SERIES_KEY=120.EXR.D.HUF.EUR.SP00.A&start=01-01-1999&end=18-08-2022&submitOptions.x=0&submitOptions.y=0&trans=N
;EXR.D.HUF.EUR.SP00.A
;ECB reference exchange rate, Hungarian forint/Euro, 2:15 pm (C.E.T.)
Collection:;Average of observations through period (A)
Period\Unit:;[Hungarian forint ]
;;obs. status;obs. comment
2019-10-24;329,24;Normal value (A);
2019-10-23;329,11;Normal value (A);
2019-10-22;329,92;Normal value (A);
2019-10-21;329,98;Normal value (A);
2019-10-18;330,62;Normal value (A);
2019-10-17;331,59;Normal value (A);
2019-10-16;333,02;Normal value (A);
2019-10-15;332,38;Normal value (A);
2019-10-14;331,44;Normal value (A);
2019-10-11;331,71;Normal value (A);
2019-10-10;333,51;Normal value (A);
2019-10-09;334,04;Normal value (A);
2019-10-08;334,57;Normal value (A);
2019-10-07;333,64;Normal value (A);
2019-10-04;332,76;Normal value (A);
2019-10-03;333,02;Normal value (A);
2019-10-02;334,05;Normal value (A);
2019-10-01;334,79;Normal value (A);
2019-09-30;334,83;Normal value (A);
2019-09-27;335,54;Normal value (A);
2019-09-26;334,93;Normal value (A);
2019-09-25;334,95;Normal value (A);
2019-09-24;335,17;Normal value (A);
2019-09-23;334,62;Normal value (A);
2019-09-20;332,89;Normal value (A);
2019-09-19;332,77;Normal value (A);
2019-09-18;332,89;Normal value (A);
2019-09-17;333,96;Normal value (A);
2019-09-16;331,92;Normal value (A);
2019-09-13;331,53;Normal value (A);
2019-09-12;330,93;Normal value (A);
2019-09-11;332,40;Normal value (A);
2019-09-10;331,61;Normal value (A);
2019-09-09;329,93;Normal value (A);
2019-09-06;330,11;Normal value (A);
2019-09-05;329,47;Normal value (A);
2019-09-04;328,94;Normal value (A);
2019-09-03;330,68;Normal value (A);
2019-09-02;331,34;Normal value (A);
2019-08-30;331,07;Normal value (A);
2019-08-29;330,26;Normal value (A);
2019-08-28;330,00;Normal value (A);
2019-08-27;328,85;Normal value (A);
2019-08-26;329,23;Normal value (A);
2019-08-23;328,58;Normal value (A);
2019-08-22;327,79;Normal value (A);
2019-08-21;327,31;Normal value (A);
2019-08-20;327,23;Normal value (A);
2019-08-19;325,76;Normal value (A);
2019-08-16;324,78;Normal value (A);
2019-08-15;326,20;Normal value (A);
2019-08-14;325,15;Normal value (A);
2019-08-13;323,98;Normal value (A);
2019-08-12;324,65;Normal value (A);
2019-08-09;324,78;Normal value (A);
2019-08-08;325,08;Normal value (A);
2019-08-07;325,38;Normal value (A);
2019-08-06;325,35;Normal value (A);
2019-08-05;326,99;Normal value (A);
2019-08-02;326,96;Normal value (A);
2019-08-01;326,55;Normal value (A);
2019-07-31;326,48;Normal value (A);
2019-07-30;327,49;Normal value (A);
2019-07-29;327,23;Normal value (A);
2019-07-26;326,45;Normal value (A);
2019-07-25;325,21;Normal value (A);
2019-07-24;325,75;Normal value (A);
2019-07-23;325,50;Normal value (A);
2019-07-22;324,95;Normal value (A);
2019-07-19;325,36;Normal value (A);
2019-07-18;326,46;Normal value (A);
2019-07-17;326,68;Normal value (A);
2019-07-16;325,85;Normal value (A);
2019-07-15;325,66;Normal value (A);
2019-07-12;325,78;Normal value (A);
2019-07-11;325,83;Normal value (A);
2019-07-10;325,90;Normal value (A);
2019-07-09;325,46;Normal value (A);
2019-07-08;324,66;Normal value (A);
2019-07-05;323,41;Normal value (A);
2019-07-04;322,82;Normal value (A);
2019-07-03;322,44;Normal value (A);
2019-07-02;322,91;Normal value (A);
2019-07-01;322,90;Normal value (A);
2019-06-28;323,39;Normal value (A);
2019-06-27;323,64;Normal value (A);
2019-06-26;323,50;Normal value (A);
2019-06-25;324,49;Normal value (A);
2019-06-24;324,29;Normal value (A);
2019-06-21;323,97;Normal value (A);
2019-06-20;323,58;Normal value (A);
2019-06-19;323,97;Normal value (A);
2019-06-18;322,31;Normal value (A);
2019-06-17;322,29;Normal value (A);
2019-06-14;321,53;Normal value (A);
2019-06-13;322,00;Normal value (A);
2019-06-12;321,43;Normal value (A);
2019-06-11;320,50;Normal value (A);
2019-06-10;320,21;Normal value (A);
2019-06-07;321,53;Normal value (A);
2019-06-06;321,30;Normal value (A);
2019-06-05;321,51;Normal value (A);
2019-06-04;322,00;Normal value (A);
2019-06-03;323,73;Normal value (A);
2019-05-31;324,34;Normal value (A);
2019-05-30;324,74;Normal value (A);
2019-05-29;326,47;Normal value (A);
2019-05-28;326,60;Normal value (A);
2019-05-27;325,75;Normal value (A);
2019-05-24;325,95;Normal value (A);
2019-05-23;326,95;Normal value (A);
2019-05-22;326,54;Normal value (A);
2019-05-21;326,52;Normal value (A);
2019-05-20;325,77;Normal value (A);
2019-05-17;326,38;Normal value (A);
2019-05-16;324,28;Normal value (A);
2019-05-15;325,15
2019-05-14;324,23;Normal value (A)
2019-05-13;323,71;Normal value (A)
2019-05-10;323,52;Normal value (A)
2019-05-09;323,33;Normal value (A)
2019-05-08;324,18;Normal value (A)
2019-05-07;324,30;Normal value (A)
2019-05-06;323,43;Normal value (A)
2019-05-03;323,38;Normal value (A)
2019-05-02;324,00;Normal value (A)
2019-04-30;322,97;Normal value (A)
2019-04-29;322,64;Normal value (A)
2019-04-26;322,11;Normal value (A)
2019-04-25;322,41;Normal value (A)
2019-04-24;321,00;Normal value (A)
2019-04-23;320,85;Normal value (A)
2019-04-18;320,09;Normal value (A)
2019-04-17;319,69;Normal value (A)
2019-04-16;319,78;Normal value (A)
2019-04-15;320,25;Normal value (A)
2019-04-12;321,90;Normal value (A)
2019-04-11;321,71;Normal value (A)
2019-04-10;321,84;Normal value (A)
2019-04-09;321,50;Normal value (A)
2019-04-08;321,54;Normal value (A)
2019-04-05;320,75;Normal value (A)
2019-04-04;319,81;Normal value (A)
2019-04-03;320,05;Normal value (A)
2019-04-02;321,68;Normal value (A)
2019-04-01;321,04;Normal value (A)
2019-03-29;321,05;Normal value (A)
2019-03-28;319,86;Normal value (A)
2019-03-27;319,97;Normal value (A)
2019-03-26;316,10;Normal value (A)
2019-03-25;316,84;Normal value (A)
2019-03-22;316,23;Normal value (A)
2019-03-21;314,57;Normal value (A)
2019-03-20;313,29;Normal value (A)
2019-03-19;313,22;Normal value (A)
2019-03-18;314,38;Normal value (A)
2019-03-15;314,35;Normal value (A)
2019-03-14;314,43;Normal value (A)
2019-03-13;314,60;Normal value (A)
2019-03-12;315,35;Normal value (A)
2019-03-11;315,84;Normal value (A)
2019-03-08;315,95;Normal value (A)
2019-03-07;315,36;Normal value (A)
2019-03-06;315,51;Normal value (A)
2019-03-05;315,61;Normal value (A)
2019-03-04;315,84;Normal value (A)
2019-03-01;316,06;Normal value (A)
2019-02-28;315,96;Normal value (A)
2019-02-27;316,39;Normal value (A)
2019-02-26;317,06;Normal value (A)
2019-02-25;317,62;Normal value (A)
2019-02-22;318,03;Normal value (A)
2019-02-21;317,24;Normal value (A)
2019-02-20;317,33;Normal value (A)
2019-02-19;318,46;Normal value (A)
2019-02-18;318,01;Normal value (A)
2019-02-15;318,21;Normal value (A)
2019-02-14;319,07;Normal value (A)
2019-02-13;318,23;Normal value (A)
2019-02-12;317,79;Normal value (A)
2019-02-11;319,66;Normal value (A)
2019-02-08;318,33;Normal value (A)
2019-02-07;319,29;Normal value (A)
2019-02-06;318,63;Normal value (A)
2019-02-05;317,41;Normal value (A)
2019-02-04;317,80;Normal value (A)
2019-02-01;317,63;Normal value (A)
2019-01-31;315,88;Normal value (A)
2019-01-30;316,53;Normal value (A)
2019-01-29;317,21;Normal value (A)
2019-01-28;317,53;Normal value (A)
2019-01-25;318,26;Normal value (A)
2019-01-24;318,42;Normal value (A)
2019-01-23;318,12;Normal value (A)
2019-01-22;317,98;Normal value (A)
2019-01-21;317,71;Normal value (A)
2019-01-18;318,09;Normal value (A)
2019-01-17;320,07;Normal value (A)
2019-01-16;321,58;Normal value (A)
2019-01-15;322,80;Normal value (A)
2019-01-14;321,33;Normal value (A)
2019-01-11;321,60;Normal value (A)
2019-01-10;321,16;Normal value (A)
2019-01-09;321,85;Normal value (A)
2019-01-08;322,15;Normal value (A)
2019-01-07;321,11;Normal value (A)
2019-01-04;321,45;Normal value (A)
2019-01-03;322,41;Normal value (A)
2019-01-02;322,37;Normal value (A)
2018-12-31;320,98;Normal value (A)
2018-12-28;321,61;Normal value (A)
2018-12-27;321,56;Normal value (A)
2018-12-24;321,00;Normal value (A)
2018-12-21;321,97;Normal value (A)
2018-12-20;321,83;Normal value (A)
2018-12-19;322,90;Normal value (A)
2018-12-18;323,11;Normal value (A)
2018-12-17;323,32;Normal value (A)
2018-12-14;323,93;Normal value (A)
2018-12-13;323,14;Normal value (A)
2018-12-12;323,43;Normal value (A)
2018-12-11;323,40;Normal value (A)
2018-12-10;323,15;Normal value (A)
2018-12-07;323,50;Normal value (A)
2018-12-06;323,75;Normal value (A)
2018-12-05;323,49;Normal value (A)
2018-12-04;323,20;Normal value (A)
2018-12-03;322,76;Normal value (A)
2018-11-30;323,62;Normal value (A)
2018-11-29;323,42;Normal value (A)
2018-11-28;324,37;Normal value (A)
2018-11-27;324,06;Normal value (A)
2018-11-26;322,90;Normal value (A)
2018-11-23;322,03;Normal value (A)
2018-11-22;321,52;Normal value (A)
2018-11-21;321,63;Normal value (A)
2018-11-20;321,25;Normal value (A)
2018-11-19;321,65;Normal value (A)
2018-11-16;321,93;Normal value (A)
2018-11-15;321,99;Normal value (A)
2018-11-14;322,68;Normal value (A)
2018-11-13;322,89;Normal value (A)
2018-11-12;321,72;Normal value (A)
2018-11-09;321,31;Normal value (A)
2018-11-08;321,44;Normal value (A)
2018-11-07;321,76;Normal value (A)
2018-11-06;322,06;Normal value (A)
2018-11-05;322,44;Normal value (A)
2018-11-02;321,62;Normal value (A)
2018-11-01;322,96;Normal value (A)
2018-10-31;325,10;Normal value (A)
2018-10-30;324,95;Normal value (A)
2018-10-29;324,40;Normal value (A)
2018-10-26;324,41;Normal value (A)
2018-10-25;323,91;Normal value (A)
2018-10-24;323,22;Normal value (A)
2018-10-23;322,81;Normal value (A)
2018-10-22;323,12;Normal value (A)
2018-10-19;323,20;Normal value (A)
2018-10-18;322,42;Normal value (A)
2018-10-17;322,55;Normal value (A)
2018-10-16;322,06;Normal value (A)
2018-10-15;323,45;Normal value (A)
2018-10-12;324,15;Normal value (A)
2018-10-11;324,97;Normal value (A)
2018-10-10;325,05;Normal value (A)
2018-10-09;325,29;Normal value (A)
2018-10-08;324,94;Normal value (A)
2018-10-05;324,59;Normal value (A)
2018-10-04;324,43;Normal value (A)
2018-10-03;322,87;Normal value (A)
2018-10-02;323,47;Normal value (A)
2018-10-01;323,04;Normal value (A)
2018-09-28;324,37;Normal value (A)
2018-09-27;323,70;Normal value (A)
2018-09-26;323,85;Normal value (A)
2018-09-25;324,08;Normal value (A)
2018-09-24;323,49;Normal value (A)
2018-09-21;324,05;Normal value (A)
2018-09-20;323,75;Normal value (A)
2018-09-19;323,39;Normal value (A)
2018-09-18;323,82;Normal value (A)
2018-09-17;324,50;Normal value (A)
2018-09-14;323,63;Normal value (A)
2018-09-13;325,11;Normal value (A)
2018-09-12;325,73;Normal value (A)
2018-09-11;324,77;Normal value (A)
2018-09-10;325,08;Normal value (A)
2018-09-07;324,65;Normal value (A)
2018-09-06;326,49;Normal value (A)
2018-09-05;327,81;Normal value (A)
2018-09-04;327,51;Normal value (A)
2018-09-03;326,58;Normal value (A)
2018-08-31;326,25;Normal value (A)
2018-08-30;326,32;Normal value (A)
2018-08-29;324,63;Normal value (A)
2018-08-28;323,79;Normal value (A)
2018-08-27;323,87;Normal value (A)
2018-08-24;324,30;Normal value (A)
2018-08-23;323,82;Normal value (A)
2018-08-22;322,94;Normal value (A)
2018-08-21;323,43;Normal value (A)
2018-08-20;323,53;Normal value (A)
2018-08-17;323,88;Normal value (A)
2018-08-16;324,51;Normal value (A)
2018-08-15;324,93;Normal value (A)
2018-08-14;322,74;Normal value (A)
2018-08-13;323,90;Normal value (A)
2018-08-10;322,77;Normal value (A)
2018-08-09;320,20;Normal value (A)
2018-08-08;319,26;Normal value (A)
2018-08-07;319,94;Normal value (A)
2018-08-06;320,54;Normal value (A)
2018-08-03;320,75;Normal value (A)
2018-08-02;321,83;Normal value (A)
2018-08-01;321,36;Normal value (A)
2018-07-31;320,43;Normal value (A)
2018-07-30;322,02;Normal value (A)
2018-07-27;323,15;Normal value (A)
2018-07-26;324,43;Normal value (A)
2018-07-25;325,92;Normal value (A)
2018-07-24;326,64;Normal value (A)
2018-07-23;326,02;Normal value (A)
2018-07-20;325,63;Normal value (A)
2018-07-19;325,77;Normal value (A)
2018-07-18;323,94;Normal value (A)
2018-07-17;323,35;Normal value (A)
2018-07-16;322,14;Normal value (A)
2018-07-13;324,06;Normal value (A)
2018-07-12;325,28;Normal value (A)
2018-07-11;324,66;Normal value (A)
2018-07-10;324,84;Normal value (A)
2018-07-09;322,74;Normal value (A)
2018-07-06;324,35;Normal value (A)
2018-07-05;322,95;Normal value (A)
2018-07-04;325,65;Normal value (A)
2018-07-03;327,35;Normal value (A)
2018-07-02;329,81;Normal value (A)
2018-06-29;329,77;Normal value (A)
2018-06-28;328,07;Normal value (A)
2018-06-27;326,80;Normal value (A)
2018-06-26;326,00;Normal value (A)
2018-06-25;325,42;Normal value (A)
2018-06-22;324,05;Normal value (A)
2018-06-21;326,15;Normal value (A)
2018-06-20;324,15;Normal value (A)
2018-06-19;324,33;Normal value (A)
2018-06-18;323,02;Normal value (A)
2018-06-15;323,04;Normal value (A)
2018-06-14;321,09;Normal value (A)
2018-06-13;320,35;Normal value (A)
2018-06-12;319,89;Normal value (A)
2018-06-11;321,65;Normal value (A)
2018-06-08;319,70;Normal value (A)
2018-06-07;317,36;Normal value (A)
2018-06-06;318,64;Normal value (A)
2018-06-05;318,68;Normal value (A)
2018-06-04;318,64;Normal value (A)
2018-06-01;319,84;Normal value (A)
2018-05-31;318,89;Normal value (A)
2018-05-30;319,57;Normal value (A)
2018-05-29;320,05;Normal value (A)
2018-05-28;319,42;Normal value (A)
2018-05-25;319,90;Normal value (A)
2018-05-24;319,27;Normal value (A)
2018-05-23;319,53;Normal value (A)
2018-05-22;317,45;Normal value (A)
2018-05-21;319,40;Normal value (A)
2018-05-18;317,68;Normal value (A)
2018-05-17;316,58;Normal value (A)
2018-05-16;317,27;Normal value (A)
2018-05-15;316,93;Normal value (A)
2018-05-14;315,37;Normal value (A)
2018-05-11;314,97;Normal value (A)
2018-05-10;313,85;Normal value (A)
2018-05-09;315,12;Normal value (A)
2018-05-08;314,91;Normal value (A)
2018-05-07;314,34;Normal value (A)
2018-05-04;313,87;Normal value (A)
2018-05-03;314,06;Normal value (A)
2018-05-02;314,04;Normal value (A)
2018-04-30;313,55;Normal value (A)
2018-04-27;312,84;Normal value (A)
2018-04-26;312,80;Normal value (A)
2018-04-25;313,20;Normal value (A)
2018-04-24;312,83;Normal value (A)
2018-04-23;311,38;Normal value (A)
2018-04-20;310,52;Normal value (A)
2018-04-19;310,37;Normal value (A)
2018-04-18;310,16;Normal value (A)
2018-04-17;310,84;Normal value (A)
2018-04-16;310,30;Normal value (A)
2018-04-13;311,13;Normal value (A)
2018-04-12;311,40;Normal value (A)
2018-04-11;311,74;Normal value (A)
2018-04-10;311,82;Normal value (A)
2018-04-09;312,10;Normal value (A)
2018-04-06;312,56;Normal value (A)
2018-04-05;310,96;Normal value (A)
2018-04-04;311,67;Normal value (A)
2018-04-03;312,24;Normal value (A)
2018-03-29;312,13;Normal value (A)
2018-03-28;312,51;Normal value (A)
2018-03-27;312,85;Normal value (A)
2018-03-26;312,73;Normal value (A)
2018-03-23;312,90;Normal value (A)
2018-03-22;311,66;Normal value (A)
2018-03-21;311,43;Normal value (A)
2018-03-20;311,13;Normal value (A)
2018-03-19;310,98;Normal value (A)
2018-03-16;311,04;Normal value (A)
2018-03-15;311,07;Normal value (A)
2018-03-14;311,63;Normal value (A)
2018-03-13;311,91;Normal value (A)
2018-03-12;311,89;Normal value (A)
2018-03-09;311,93;Normal value (A)
2018-03-08;312,02;Normal value (A)
2018-03-07;311,74;Normal value (A)
2018-03-06;313,11;Normal value (A)
2018-03-05;313,76;Normal value (A)
2018-03-02;313,88;Normal value (A)
2018-03-01;313,78;Normal value (A)
2018-02-28;313,93;Normal value (A)
2018-02-27;313,97;Normal value (A)
2018-02-26;313,59;Normal value (A)
2018-02-23;312,88;Normal value (A)
2018-02-22;312,69;Normal value (A)
2018-02-21;312,15;Normal value (A)
2018-02-20;311,78;Normal value (A)
2018-02-19;311,15;Normal value (A)
2018-02-16;311,28;Normal value (A)
2018-02-15;311,68;Normal value (A)
2018-02-14;312,82;Normal value (A)
2018-02-13;312,16;Normal value (A)
2018-02-12;311,97;Normal value (A)
2018-02-09;312,08;Normal value (A)
2018-02-08;310,96;Normal value (A)
2018-02-07;309,81;Normal value (A)
2018-02-06;310,65;Normal value (A)
2018-02-05;309,60;Normal value (A)
2018-02-02;309,49;Normal value (A)
2018-02-01;310,06;Normal value (A)
2018-01-31;310,65;Normal value (A)
2018-01-30;310,38;Normal value (A)
2018-01-29;309,34;Normal value (A)
2018-01-26;309,80;Normal value (A)
2018-01-25;309,35;Normal value (A)
2018-01-24;309,01;Normal value (A)
2018-01-23;310,13;Normal value (A)
2018-01-22;309,65;Normal value (A)
2018-01-19;309,20;Normal value (A)
2018-01-18;308,51;Normal value (A)
2018-01-17;308,77;Normal value (A)
2018-01-16;308,75;Normal value (A)
2018-01-15;308,90;Normal value (A)
2018-01-12;308,74;Normal value (A)
2018-01-11;309,43;Normal value (A)
2018-01-10;309,92;Normal value (A)
2018-01-09;309,36;Normal value (A)
2018-01-08;308,84;Normal value (A)
2018-01-05;308,77;Normal value (A)
2018-01-04;308,53;Normal value (A)
2018-01-03;309,29;Normal value (A)
2018-01-02;308,59;Normal value (A)
2017-12-29;310,33;Normal value (A)
2017-12-28;310,30;Normal value (A)
2017-12-27;310,99;Normal value (A)
2017-12-22;311,82;Normal value (A)
2017-12-21;312,36;Normal value (A)
2017-12-20;312,75;Normal value (A)
2017-12-19;313,10;Normal value (A)
2017-12-18;313,67;Normal value (A)
2017-12-15;313,43;Normal value (A)
2017-12-14;314,07;Normal value (A)
2017-12-13;314,36;Normal value (A)
2017-12-12;314,33;Normal value (A)
2017-12-11;313,95;Normal value (A)
2017-12-08;314,50;Normal value (A)
2017-12-07;314,84;Normal value (A)
2017-12-06;314,45;Normal value (A)
2017-12-05;313,96;Normal value (A)
2017-12-04;313,08;Normal value (A)
2017-12-01;313,80;Normal value (A)
2017-11-30;312,77;Normal value (A)
2017-11-29;311,59;Normal value (A)
2017-11-28;310,99;Normal value (A)
2017-11-27;311,24;Normal value (A)
2017-11-24;311,83;Normal value (A)
2017-11-23;313,05;Normal value (A)
2017-11-22;313,54;Normal value (A)
2017-11-21;312,93;Normal value (A)
2017-11-20;312,44;Normal value (A)
2017-11-17;311,58;Normal value (A)
2017-11-16;312,52;Normal value (A)
2017-11-15;312,11;Normal value (A)
2017-11-14;311,97;Normal value (A);
2017-11-13;312,04;Normal value (A);
2017-11-10;312,00;Normal value (A);
2017-11-09;312,08;Normal value (A);
2017-11-08;311,85;Normal value (A);
2017-11-07;310,99;Normal value (A);
2017-11-06;311,15;Normal value (A);
2017-11-03;310,29;Normal value (A);
2017-11-02;310,90;Normal value (A);
2017-11-01;311,75;Normal value (A);
2017-10-31;311,64;Normal value (A);
2017-10-30;311,01;Normal value (A);
2017-10-27;311,23;Normal value (A);
2017-10-26;310,32;Normal value (A);
2017-10-25;310,16;Normal value (A);
2017-10-24;308,53;Normal value (A);
2017-10-23;308,06;Normal value (A);
2017-10-20;308,13;Normal value (A);
2017-10-19;308,51;Normal value (A);
2017-10-18;308,27;Normal value (A);
2017-10-17;307,35;Normal value (A);
2017-10-16;307,53;Normal value (A);
2017-10-13;308,64;Normal value (A);
2017-10-12;309,18;Normal value (A);
2017-10-11;309,93;Normal value (A);
2017-10-10;310,65;Normal value (A);
2017-10-09;312,32;Normal value (A);
2017-10-06;311,36;Normal value (A);
2017-10-05;311,42;Normal value (A);
2017-10-04;311,20;Normal value (A);
2017-10-03;312,05;Normal value (A);
2017-10-02;311,44;Normal value (A);
2017-09-29;310,67;Normal value (A);
2017-09-28;311,06;Normal value (A);
2017-09-27;311,15;Normal value (A);
2017-09-26;310,77;Normal value (A);
2017-09-25;310,25;Normal value (A);
2017-09-22;309,73;Normal value (A);
2017-09-21;310,61;Normal value (A);
2017-09-20;308,34;Normal value (A);
2017-09-19;308,85;Normal value (A);
2017-09-18;309,87;Normal value (A);
2017-09-15;308,91;Normal value (A);
2017-09-14;308,28;Normal value (A);
2017-09-13;308,02;Normal value (A);
2017-09-12;307,11;Normal value (A);
2017-09-11;306,28;Normal value (A);
2017-09-08;306,46;Normal value (A);
2017-09-07;305,69;Normal value (A);
2017-09-06;306,17;Normal value (A);
2017-09-05;306,39;Normal value (A);
2017-09-04;306,02;Normal value (A);
2017-09-01;305,09;Normal value (A);
2017-08-31;306,63;Normal value (A);
2017-08-30;305,68;Normal value (A);
2017-08-29;305,32;Normal value (A);
2017-08-28;304,01;Normal value (A);
2017-08-25;304,68;Normal value (A);
2017-08-24;304,17;Normal value (A);
2017-08-23;303,35;Normal value (A);
2017-08-22;303,70;Normal value (A);
2017-08-21;303,43;Normal value (A);
2017-08-18;303,56;Normal value (A);
2017-08-17;304,05;Normal value (A);
2017-08-16;304,05;Normal value (A);
2017-08-15;304,15;Normal value (A);
2017-08-14;304,40;Normal value (A);
2017-08-11;305,41;Normal value (A);
2017-08-10;305,37;Normal value (A);
2017-08-09;304,60;Normal value (A);
2017-08-08;304,49;Normal value (A);
2017-08-07;303,80;Normal value (A);
2017-08-04;304,36;Normal value (A);
2017-08-03;303,74;Normal value (A);
2017-08-02;303,86;Normal value (A);
2017-08-01;303,60;Normal value (A);
2017-07-31;304,62;Normal value (A);
2017-07-28;304,93;Normal value (A);
2017-07-27;304,75;Normal value (A);
2017-07-26;305,57;Normal value (A);
2017-07-25;305,49;Normal value (A);
2017-07-24;305,15;Normal value (A);
2017-07-21;305,37;Normal value (A);
2017-07-20;305,77;Normal value (A);
2017-07-19;306,42;Normal value (A);
2017-07-18;306,20;Normal value (A);
2017-07-17;306,05;Normal value (A);
2017-07-14;306,51;Normal value (A);
2017-07-13;307,27;Normal value (A);
2017-07-12;307,33;Normal value (A);
2017-07-11;308,13;Normal value (A);
2017-07-10;307,99;Normal value (A);
2017-07-07;308,38;Normal value (A);
2017-07-06;309,37;Normal value (A);
2017-07-05;308,16;Normal value (A);
2017-07-04;308,30;Normal value (A);
2017-07-03;309,25;Normal value (A);
2017-06-30;308,97;Normal value (A);
2017-06-29;310,06;Normal value (A);
2017-06-28;309,54;Normal value (A);
2017-06-27;309,40;Normal value (A);
2017-06-26;309,48;Normal value (A);
2017-06-23;309,13;Normal value (A);
2017-06-22;309,22;Normal value (A);
2017-06-21;309,13;Normal value (A);
2017-06-20;309,13;Normal value (A);
2017-06-19;307,09;Normal value (A);
2017-06-16;307,91;Normal value (A);
2017-06-15;307,79;Normal value (A);
2017-06-14;306,39;Normal value (A);
2017-06-13;306,97;Normal value (A);
2017-06-12;307,18;Normal value (A);
2017-06-09;307,32;Normal value (A);
2017-06-08;308,01;Normal value (A);
2017-06-07;308,66;Normal value (A);
2017-06-06;307,66;Normal value (A);
2017-06-05;307,22;Normal value (A);
2017-06-02;308,45;Normal value (A);
2017-06-01;307,55;Normal value (A);
2017-05-31;307,20;Normal value (A);
2017-05-30;308,63;Normal value (A);
2017-05-29;307,84;Normal value (A);
2017-05-26;307,40;Normal value (A);
2017-05-25;307,93;Normal value (A);
2017-05-24;308,11;Normal value (A);
2017-05-23;308,48;Normal value (A);
2017-05-22;308,65;Normal value (A);
2017-05-19;309,60;Normal value (A);
2017-05-18;310,69;Normal value (A);
2017-05-17;309,42;Normal value (A);
2017-05-16;309,54;Normal value (A);
2017-05-15;309,17;Normal value (A);
2017-05-12;310,24;Normal value (A);
2017-05-11;310,57;Normal value (A);
2017-05-10;310,59;Normal value (A);
2017-05-09;311,73;Normal value (A);
2017-05-08;311,24;Normal value (A);
2017-05-05;311,47;Normal value (A);
2017-05-04;312,05;Normal value (A);
2017-05-03;312,15;Normal value (A);
2017-05-02;312,20;Normal value (A);
2017-04-28;312,38;Normal value (A);
2017-04-27;312,03;Normal value (A);
2017-04-26;311,93;Normal value (A);
2017-04-25;311,70;Normal value (A);
2017-04-24;311,47;Normal value (A);
2017-04-21;314,18;Normal value (A);
2017-04-20;313,50;Normal value (A);
2017-04-19;313,05;Normal value (A);
2017-04-18;312,58;Normal value (A);
2017-04-13;312,55;Normal value (A);
2017-04-12;311,97;Normal value (A);
2017-04-11;311,40;Normal value (A);
2017-04-10;311,35;Normal value (A);
2017-04-07;310,36;Normal value (A);
2017-04-06;309,76;Normal value (A);
2017-04-05;309,91;Normal value (A);
2017-04-04;309,38;Normal value (A);
2017-04-03;308,68;Normal value (A);
2017-03-31;307,62;Normal value (A);
2017-03-30;309,35;Normal value (A);
2017-03-29;309,62;Normal value (A);
2017-03-28;309,19;Normal value (A);
2017-03-27;310,21;Normal value (A);
2017-03-24;309,81;Normal value (A);
2017-03-23;309,22;Normal value (A);
2017-03-22;309,16;Normal value (A);
2017-03-21;308,29;Normal value (A);
2017-03-20;308,64;Normal value (A);
2017-03-17;308,55;Normal value (A);
2017-03-16;310,04;Normal value (A);
2017-03-15;310,83;Normal value (A);
2017-03-14;311,32;Normal value (A);
2017-03-13;312,43;Normal value (A);
2017-03-10;312,27;Normal value (A);
2017-03-09;311,14;Normal value (A);
2017-03-08;310,70;Normal value (A);
2017-03-07;309,52;Normal value (A);
2017-03-06;309,55;Normal value (A);
2017-03-03;309,68;Normal value (A);
2017-03-02;308,33;Normal value (A);
2017-03-01;307,95;Normal value (A);
2017-02-28;308,25;Normal value (A);
2017-02-27;307,69;Normal value (A);
2017-02-24;308,59;Normal value (A);
2017-02-23;308,21;Normal value (A);
2017-02-22;307,53;Normal value (A);
2017-02-21;306,90;Normal value (A);
2017-02-20;308,26;Normal value (A);
2017-02-17;308,32;Normal value (A);
2017-02-16;308,24;Normal value (A);
2017-02-15;308,42;Normal value (A);
2017-02-14;308,13;Normal value (A);
2017-02-13;308,02;Normal value (A);
2017-02-10;308,45;Normal value (A);
2017-02-09;308,75;Normal value (A);
2017-02-08;309,32;Normal value (A);
2017-02-07;309,71;Normal value (A);
2017-02-06;309,16;Normal value (A);
2017-02-03;309,46;Normal value (A);
2017-02-02;308,85;Normal value (A);
2017-02-01;309,78;Normal value (A);
2017-01-31;310,64;Normal value (A);
2017-01-30;310,80;Normal value (A);
2017-01-27;311,63;Normal value (A);
2017-01-26;310,98;Normal value (A);
2017-01-25;309,72;Normal value (A);
2017-01-24;310,27;Normal value (A);
2017-01-23;309,82;Normal value (A);
2017-01-20;309,09;Normal value (A);
2017-01-19;308,40;Normal value (A);
2017-01-18;307,92;Normal value (A);
2017-01-17;307,79;Normal value (A);
2017-01-16;307,38;Normal value (A);
2017-01-13;307,50;Normal value (A);
2017-01-12;307,15;Normal value (A);
2017-01-11;309,45;Normal value (A);
2017-01-10;308,70;Normal value (A);
2017-01-09;308,21;Normal value (A);
2017-01-06;307,24;Normal value (A);
2017-01-05;308,28;Normal value (A);
2017-01-04;308,35;Normal value (A);
2017-01-03;308,94;Normal value (A);
2017-01-02;309,45;Normal value (A);
2016-12-30;309,83;Normal value (A);
2016-12-29;310,09;Normal value (A);
2016-12-28;309,03;Normal value (A);
2016-12-27;309,13;Normal value (A);
2016-12-23;309,68;Normal value (A);
